date,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,night1,night2,night3,night4,night5,night6,night7,night8,night9,night10,weather1,weather2,weather3,weather4,weather5,weather6,weather7,weather8,weather9,weather10
2024-06-10,23,26,24,24,25,23,25,23,27,30,15,19,21,18,18,15,16,18,18,21,Небольшой дождь,Гроза,Гроза,Дождь,Небольшой дождь,Ясно,Облачно с прояснениями,Небольшой дождь,Небольшой дождь,Облачно
2024-06-11,25,26,21,25,24,26,26,27,29,28,17,20,18,16,17,18,18,20,20,21,"Пасмурно, сильный  дождь","Облачно,  дождь, гроза","Пасмурно, сильный  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно,  дождь, гроза","Малооблачно, без осадков","Малооблачно, небольшой  дождь"
2024-06-12,27,23,24,24,25,27,25,29,32,25,18,18,16,17,18,19,19,20,21,19,"Облачно,  дождь","Пасмурно,  дождь, гроза","Пасмурно, небольшой  дождь","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь"
2024-06-13,22,23,26,26,27,25,26,29,26,24,18,16,17,18,18,20,18,20,19,20,"Пасмурно, сильный  дождь, гроза","Пасмурно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно,  дождь","Пасмурно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь",Безоблачно,"Облачно, небольшой  дождь"
2024-06-14,23,26,25,26,24,27,27,23,26,25,15,17,19,19,20,18,18,17,17,17,"Облачно,  дождь","Малооблачно, без осадков","Пасмурно,  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь",Безоблачно,"Малооблачно, без осадков","Малооблачно,  дождь, гроза","Малооблачно, без осадков"
2024-06-15,25,27,25,24,27,24,21,27,27,27,13,18,19,20,18,18,15,17,18,19,"Малооблачно, без осадков","Облачно, без осадков","Пасмурно, сильный  дождь","Пасмурно,  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-06-16,27,24,24,27,22,20,23,28,23,23,15,19,20,18,15,14,15,19,17,16,"Малооблачно, без осадков","Облачно,  дождь","Пасмурно,  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь, гроза","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно,  дождь","Пасмурно,  дождь"
2024-06-17,27,24,28,23,22,20,22,22,23,25,17,20,19,20,15,15,14,15,15,15,"Пасмурно, сильный  дождь, гроза","Пасмурно,  дождь, гроза","Малооблачно, без осадков","Облачно,  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков"
2024-06-18,24,27,28,22,24,23,24,25,26,28,18,18,18,16,17,17,16,17,16,18,"Пасмурно,  дождь, гроза","Малооблачно, без осадков","Малооблачно,  дождь, гроза","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно, без осадков"
2024-06-19,26,23,22,23,20,19,20,23,22,26,16,14,14,16,17,17,15,16,17,17,"Малооблачно, без осадков","Облачно, сильный  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза"
2024-06-20,23,22,23,20,19,20,23,22,26,26,14,14,16,17,17,15,16,17,17,21,"Облачно, сильный  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь"
2024-06-21,21,22,22,22,21,17,17,22,23,25,14,16,16,16,14,13,12,12,13,15,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Облачно,  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь",Безоблачно,Безоблачно
2024-06-22,22,23,21,22,18,17,21,27,30,28,13,16,16,15,14,13,13,16,18,22,"Малооблачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь","Пасмурно, без осадков","Пасмурно, небольшой  дождь",Безоблачно,"Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь"
2024-06-23,23,22,22,21,22,26,29,30,31,32,12,14,13,14,13,15,18,20,21,23,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,"Малооблачно, без осадков",Безоблачно,Безоблачно
2024-06-24,22,23,22,24,27,26,28,30,25,27,12,14,15,15,16,17,18,20,21,18,"Малооблачно, без осадков","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь",Безоблачно
2024-06-25,23,23,26,29,30,31,31,31,30,31,12,16,16,17,21,22,23,23,20,20,"Малооблачно, небольшой  дождь","Облачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно,  дождь, гроза","Малооблачно,  дождь"
2024-06-26,23,27,29,30,30,31,31,26,23,23,16,17,18,22,21,23,24,20,17,17,"Облачно, небольшой  дождь",Безоблачно,Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-06-30,30,32,33,32,32,29,25,27,27,29,19,22,23,23,21,22,18,17,19,21,"Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно,  дождь, гроза"
2024-07-01,31,32,33,34,31,27,29,32,33,24,20,23,23,22,22,20,18,21,24,21,"Облачно, без осадков",Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно,  дождь",Безоблачно,"Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза","Пасмурно,  дождь"
