time,Среднняя t,Минимальная t,Максимальная t,Суточная сумма осадков,Глубина снега,Скорость ветра,Среднее давление hPa,Относительная влажность в %
2022-05-30,13.6,4.8,20.4,0.0,0.0,5.9,1019.2,57.375
2022-05-31,14.7,12.9,16.6,4.8,0.0,9.9,1020.2,82.375
2022-06-01,17.8,10.5,23.9,0.2,0.0,8.0,1021.0,72.125
2022-06-02,18.7,12.3,25.3,13.2,0.0,7.8,1019.0,67.625
2022-06-03,16.9,11.6,21.7,5.8,0.0,11.3,1016.3,80.85714285714286
2022-06-04,15.4,9.3,21.2,0.0,0.0,8.4,1019.5,62.125
2022-06-05,14.2,10.7,18.3,6.4,0.0,9.3,1015.3,78.25
2022-06-06,15.6,10.1,21.2,0.0,0.0,11.1,1015.6,69.875
2022-06-07,15.1,9.0,20.1,0.0,0.0,8.6,1016.2,54.75
2022-06-08,16.9,9.8,23.4,0.0,0.0,5.6,1014.3,50.75
2022-06-09,19.4,10.3,27.3,0.4,0.0,5.3,1012.9,53.125
2022-06-10,21.5,16.4,25.6,0.0,0.0,9.4,1013.3,62.0
2022-06-11,19.8,13.0,25.0,0.0,0.0,5.8,1015.1,65.5
2022-06-12,20.0,15.4,24.3,0.0,0.0,8.0,1014.2,62.0
2022-06-13,19.1,13.8,23.8,5.7,0.0,7.9,1010.8,61.5
2022-06-14,20.1,15.1,25.9,4.8,0.0,2.8,1008.5,76.625
2022-06-15,15.7,12.7,18.5,0.0,0.0,4.2,1009.8,68.25
2022-06-16,17.4,13.5,21.1,0.0,0.0,3.2,1012.5,63.285714285714285
2022-06-17,16.3,11.0,20.3,3.2,0.0,1.7,1013.4,71.0
2022-06-18,16.5,11.5,20.6,0.0,0.0,2.7,1013.8,70.875
2022-06-19,19.0,14.5,23.2,0.2,0.0,3.5,1008.2,65.25
2022-06-20,16.9,13.2,19.3,1.5,0.0,4.4,1006.1,67.125
2022-06-21,15.8,13.9,18.3,0.0,0.0,1.2,1002.8,80.0
2022-06-22,17.0,13.4,21.9,0.5,0.0,5.0,1002.5,66.75
2022-06-23,19.1,13.2,23.9,0.0,0.0,6.5,1011.3,50.875
2022-06-24,20.8,12.1,26.2,0.0,0.0,4.7,1015.7,52.875
2022-06-25,22.9,15.2,28.8,0.0,0.0,3.5,1018.2,58.125
2022-06-26,24.9,16.4,31.5,0.0,0.0,2.6,1020.5,60.0
2022-06-27,26.5,18.8,32.1,0.2,0.0,4.4,1019.2,57.0
2022-06-28,22.5,17.8,25.1,0.0,0.0,4.9,1020.4,52.0
2022-06-29,18.8,13.2,23.4,0.0,0.0,3.0,1022.4,43.0
2022-06-30,19.7,12.1,24.8,0.0,0.0,5.9,1018.2,48.375
2022-07-01,18.7,15.0,21.7,0.0,0.0,6.8,1019.4,40.875
2022-07-02,19.4,10.9,25.5,0.0,0.0,4.8,1021.4,46.375
2022-07-03,24.0,17.8,29.3,0.6,0.0,5.4,1015.6,49.25
2022-07-04,24.2,16.8,30.0,0.0,0.0,3.1,1015.1,51.5
2022-07-05,23.4,18.0,29.6,0.2,0.0,1.8,1014.7,70.75
2022-07-06,23.8,16.6,28.9,0.1,0.0,2.0,1014.0,72.75
2022-07-07,24.5,19.4,30.9,2.1,0.0,3.4,1011.8,69.85714285714286
2022-07-08,20.0,16.5,23.8,0.5,0.0,4.1,1017.4,68.375
2022-07-09,20.4,15.9,25.1,0.2,0.0,1.5,1015.2,73.375
2022-07-10,21.8,16.7,28.5,3.8,0.0,2.9,1010.4,75.125
2022-07-11,24.6,17.1,32.2,0.5,0.0,4.8,1009.7,61.375
2022-07-12,22.2,18.2,24.9,4.8,0.0,4.8,1009.7,60.125
2022-07-13,20.0,15.0,24.2,0.0,0.0,2.5,1012.8,65.75
2022-07-14,19.0,13.9,22.7,0.5,0.0,1.7,1007.3,71.375
2022-07-15,18.9,15.0,22.8,0.1,0.0,3.5,1007.1,64.625
2022-07-16,17.9,13.8,22.0,0.3,0.0,2.4,1012.8,60.75
2022-07-17,17.8,13.9,21.3,2.2,0.0,1.7,1015.2,60.875
2022-07-18,17.1,14.2,20.1,0.7,0.0,3.0,1014.6,72.5
2022-07-19,16.5,12.7,19.9,0.3,0.0,4.7,1013.7,63.875
2022-07-20,16.3,13.6,20.0,7.1,0.0,3.6,1008.1,71.75
2022-07-21,17.2,14.2,21.0,4.3,0.0,5.2,1006.3,84.875
2022-07-22,20.5,15.0,25.7,0.0,0.0,7.7,1013.3,63.0
2022-07-23,22.5,15.8,27.9,0.0,0.0,2.9,1014.6,64.125
2022-07-24,23.4,17.0,28.4,0.0,0.0,1.7,1011.0,61.375
2022-07-25,22.0,17.8,26.9,0.2,0.0,2.7,1007.7,70.25
2022-07-26,22.8,17.4,28.7,0.1,0.0,3.1,1009.2,79.375
2022-07-27,24.4,18.8,30.7,0.1,0.0,1.9,1010.5,70.75
2022-07-28,22.7,19.1,27.6,7.5,0.0,1.9,1012.3,72.25
2022-07-29,19.3,15.3,23.0,0.0,0.0,4.2,1016.8,72.83333333333333
2022-07-30,17.9,13.0,22.4,0.0,0.0,1.8,1019.3,58.714285714285715
2022-07-31,18.8,12.5,23.8,0.0,0.0,2.1,1018.7,60.75
2022-08-01,20.1,13.6,25.6,0.0,0.0,2.0,1018.1,55.125
2022-08-02,20.9,14.0,26.9,0.0,0.0,2.0,1016.5,60.625
2022-08-03,22.3,15.4,28.6,0.0,0.0,1.7,1017.5,60.5
2022-08-04,23.3,16.8,28.7,0.0,0.0,2.1,1020.6,58.75
2022-08-05,24.0,17.6,30.0,0.0,0.0,1.9,1021.5,60.75
2022-08-06,24.6,17.6,31.2,0.0,0.0,2.0,1020.2,60.125
2022-08-07,23.3,18.8,29.0,4.4,0.0,2.9,1017.6,66.625
2022-08-08,18.9,16.7,21.4,2.0,0.0,4.2,1021.4,85.375
2022-08-09,17.6,15.7,21.1,16.3,0.0,4.4,1022.1,76.375
2022-08-10,18.1,13.6,23.5,0.0,0.0,5.2,1022.9,67.875
2022-08-11,19.2,13.3,25.0,0.0,0.0,3.1,1025.3,55.875
2022-08-12,20.0,12.4,26.4,0.0,0.0,1.7,1024.8,60.875
2022-08-13,21.1,13.7,27.9,0.0,0.0,1.8,1022.6,61.5
2022-08-14,22.1,14.8,28.5,0.0,0.0,1.4,1020.7,62.5
2022-08-15,22.7,16.7,28.4,0.0,0.0,2.4,1021.1,59.625
2022-08-16,23.0,16.5,28.6,0.0,0.0,3.1,1021.6,57.0
2022-08-17,23.1,17.5,29.4,0.0,0.0,3.0,1019.4,55.25
2022-08-18,23.1,16.9,29.6,0.0,0.0,3.1,1019.5,51.25
2022-08-19,21.9,18.3,25.8,0.0,0.0,4.5,1023.7,51.0
2022-08-20,18.7,14.8,21.8,0.1,0.0,3.5,1026.8,50.375
2022-08-21,20.1,12.6,25.7,0.0,0.0,3.6,1024.3,44.625
2022-08-22,22.4,17.0,29.8,0.0,0.0,2.9,1023.4,42.75
2022-08-23,24.5,16.4,31.7,0.0,0.0,2.0,1026.3,50.25
2022-08-24,24.0,16.7,31.1,0.0,0.0,2.2,1028.1,51.125
2022-08-25,23.4,15.0,31.4,0.0,0.0,1.3,1025.4,54.5
2022-08-26,23.6,15.8,31.5,0.0,0.0,1.7,1022.2,54.25
2022-08-27,23.2,15.3,30.8,0.0,0.0,1.9,1021.7,55.0
2022-08-28,22.8,16.4,29.7,0.0,0.0,1.9,1018.1,51.375
2022-08-29,21.6,17.0,26.1,0.0,0.0,2.4,1011.5,55.0
2022-08-30,21.9,17.8,27.0,9.1,0.0,1.7,1008.5,67.25
2022-08-31,17.2,12.1,20.5,0.5,0.0,4.7,1007.4,73.5
2022-09-01,10.9,8.9,12.9,0.0,0.0,4.4,1010.3,71.5
2022-09-02,8.9,7.4,11.1,1.2,0.0,4.6,1014.9,76.875
2022-09-03,10.3,5.3,14.6,0.0,0.0,2.6,1022.8,71.125
2022-09-04,10.3,5.8,14.4,0.0,0.0,2.8,1022.4,68.125
2022-09-05,8.4,5.3,11.1,2.4,0.0,3.7,1020.7,81.5
2022-09-06,8.6,6.8,10.7,0.2,0.0,6.3,1018.9,77.5
2022-09-07,8.6,6.5,12.4,2.4,0.0,3.2,1014.4,81.75
2022-09-08,8.0,6.1,10.2,0.8,0.0,6.9,1017.9,80.75
2022-09-09,8.1,4.1,12.2,0.0,0.0,4.1,1026.7,68.375
2022-09-10,8.9,2.2,15.3,0.0,0.0,1.0,1027.9,70.875
2022-09-11,9.8,2.8,16.4,0.0,0.0,2.3,1022.1,69.625
2022-09-12,10.4,7.8,13.5,2.1,0.0,2.9,1018.5,74.5
2022-09-13,10.7,6.8,15.0,1.7,0.0,3.2,1015.3,66.0
2022-09-14,11.4,10.1,13.4,3.2,0.0,3.3,1005.6,91.125
2022-09-15,12.0,9.6,15.3,2.5,0.0,1.1,1002.1,93.625
2022-09-16,11.6,6.6,16.2,4.7,0.0,2.4,999.9,90.0
2022-09-17,12.3,7.7,16.4,0.0,0.0,2.6,1001.1,80.625
2022-09-18,12.0,7.6,16.4,2.1,0.0,2.6,1002.6,86.875
2022-09-19,11.8,9.8,14.7,4.6,0.0,7.2,991.2,86.5
2022-09-20,11.6,8.6,15.2,0.5,0.0,4.2,1008.5,80.125
2022-09-21,9.8,5.1,14.2,5.5,0.0,2.1,1015.9,86.5
2022-09-22,10.8,8.6,14.3,0.3,0.0,3.0,1015.9,88.875
2022-09-23,10.9,7.5,14.2,0.1,0.0,3.8,1014.0,79.375
2022-09-24,8.6,7.8,9.9,25.9,0.0,5.9,1001.3,93.5
2022-09-25,7.5,6.6,8.4,7.5,0.0,1.5,1001.0,94.625
2022-09-26,7.8,5.9,10.1,1.8,0.0,1.7,1008.9,90.75
2022-09-27,7.9,3.9,11.7,0.0,0.0,2.0,1012.3,85.875
2022-09-28,8.7,7.5,10.2,0.1,0.0,4.0,1003.7,89.375
2022-09-29,10.0,7.6,13.1,0.0,0.0,1.2,1008.0,88.25
2022-09-30,11.8,8.0,16.7,4.1,0.0,2.5,1014.9,88.375
2022-10-01,13.3,12.2,14.8,5.3,0.0,1.0,1013.6,96.25
2022-10-02,11.6,9.9,13.7,2.6,0.0,2.6,1005.3,81.375
2022-10-03,12.4,9.2,15.9,13.0,0.0,7.8,996.7,87.875
2022-10-04,10.0,8.4,13.3,3.6,0.0,7.2,1006.5,76.875
2022-10-05,8.0,6.9,9.2,2.1,0.0,2.6,1012.4,83.625
2022-10-06,9.8,6.1,12.5,0.3,0.0,1.9,1016.9,88.75
2022-10-07,11.4,9.2,13.2,0.0,0.0,5.0,1020.1,79.5
2022-10-08,11.2,7.8,15.3,0.0,0.0,3.0,1022.8,75.25
2022-10-09,11.8,9.6,16.0,4.3,0.0,3.4,1016.5,75.0
2022-10-10,8.8,4.7,11.3,1.5,0.0,6.2,1023.0,79.125
2022-10-11,5.4,0.9,11.1,0.0,0.0,2.2,1023.1,83.5
2022-10-12,5.5,0.2,11.8,0.0,0.0,1.8,1019.3,88.375
2022-10-13,6.0,2.7,8.9,0.3,0.0,3.1,1023.4,84.375
2022-10-14,5.5,2.3,8.8,0.0,0.0,1.4,1024.9,82.625
2022-10-15,7.1,4.3,10.9,0.0,0.0,0.8,1025.8,73.5
2022-10-16,7.1,1.3,11.4,0.0,0.0,2.6,1030.1,66.375
2022-10-17,7.7,6.1,9.4,1.9,0.0,4.7,1025.0,73.875
2022-10-18,9.0,7.4,12.4,7.7,0.0,4.4,1015.7,88.875
2022-10-19,7.4,6.3,8.8,0.1,0.0,1.9,1008.6,90.75
2022-10-20,5.1,2.7,6.7,0.1,0.0,5.7,1015.6,74.5
2022-10-21,3.9,1.9,5.6,1.2,0.0,2.7,1020.5,82.0
2022-10-22,5.4,3.9,7.0,0.3,0.0,0.8,1021.3,88.25
2022-10-23,6.0,4.0,7.4,0.2,0.0,2.6,1014.0,87.0
2022-10-24,5.3,1.6,7.0,0.1,0.0,4.5,1012.3,77.375
2022-10-25,1.3,-2.1,4.4,0.0,0.0,1.0,1020.4,81.25
2022-10-26,2.0,-1.4,5.2,0.0,0.0,4.2,1021.6,78.875
2022-10-27,3.4,1.3,6.4,0.0,0.0,1.9,1021.8,79.375
2022-10-28,6.4,1.6,9.3,0.5,0.0,1.6,1022.1,90.625
2022-10-29,9.5,8.3,10.2,2.3,0.0,2.8,1011.4,92.875
2022-10-30,6.9,1.0,10.8,1.3,0.0,7.6,999.0,81.5
2022-10-31,1.6,-1.3,3.5,1.4,0.0,9.3,1004.6,79.75
2022-11-01,1.0,0.3,1.7,0.0,0.0,6.9,1016.1,77.625
2022-11-02,1.3,-0.5,2.6,0.0,0.0,3.2,1015.6,81.0
2022-11-03,-0.9,-2.0,-0.1,0.0,0.0,5.1,1017.8,84.5
2022-11-04,-0.8,-1.9,0.3,0.0,0.0,4.7,1018.8,86.25
2022-11-05,0.0,-0.8,1.1,0.0,0.0,3.5,1025.6,82.375
2022-11-06,-0.2,-1.5,0.8,0.0,0.0,2.6,1028.4,81.125
2022-11-07,1.8,-0.1,3.5,3.1,0.0,3.5,1022.8,89.375
2022-11-08,4.7,2.8,6.6,3.3,0.0,3.8,1016.1,92.125
2022-11-09,8.4,6.1,10.0,0.7,0.0,4.2,1016.5,91.375
2022-11-10,8.6,8.0,9.6,0.5,0.0,4.4,1018.7,83.375
2022-11-11,8.2,7.6,8.7,1.8,0.0,3.8,1020.0,89.5
2022-11-12,10.0,8.4,11.8,1.0,0.0,7.9,1011.1,89.875
2022-11-13,7.4,4.8,11.1,0.2,0.0,12.1,1012.7,65.0
2022-11-14,0.3,-1.6,3.7,0.0,0.0,9.5,1024.7,67.375
2022-11-15,-1.2,-2.6,0.0,3.6,0.0,3.1,1020.3,67.125
2022-11-16,-3.2,-5.7,-1.6,0.7,0.0,3.2,1015.7,83.0
2022-11-17,-3.8,-5.4,-2.7,0.6,0.0,3.4,1013.1,83.625
2022-11-18,-5.6,-6.4,-5.1,3.6,0.0,6.9,1010.7,82.625
2022-11-19,-4.6,-7.2,-3.0,0.2,0.0,3.7,1019.0,88.375
2022-11-20,-3.1,-3.9,-1.8,2.2,0.0,2.8,1021.0,87.5
2022-11-21,-3.9,-4.8,-2.7,0.0,0.0,3.4,1021.4,86.125
2022-11-22,-1.9,-5.0,1.1,6.6,0.0,5.8,1011.4,93.625
2022-11-23,0.1,-1.6,1.1,0.6,0.0,4.6,1008.6,95.125
2022-11-24,-4.0,-5.9,-2.3,0.0,0.0,4.2,1019.0,87.0
2022-11-25,-5.7,-6.5,-4.7,0.0,0.0,4.4,1027.7,86.375
2022-11-26,-5.6,-6.3,-4.8,0.0,0.0,5.1,1033.2,90.125
2022-11-27,-4.5,-6.5,-2.8,0.0,0.0,4.9,1035.7,90.25
2022-11-28,-4.4,-5.0,-3.6,0.9,0.0,5.8,1039.3,90.375
2022-11-29,-6.1,-8.8,-4.5,0.0,0.0,4.5,1043.0,85.5
2022-11-30,-8.9,-12.0,-6.5,0.0,0.0,2.4,1044.3,86.125
2022-12-01,-9.5,-13.5,-6.1,0.0,0.0,1.5,1044.7,85.5
2022-12-02,-9.8,-12.4,-6.7,0.0,0.0,2.4,1044.5,83.5
2022-12-03,-10.0,-13.4,-6.7,0.0,0.0,4.8,1047.2,84.625
2022-12-04,-8.7,-10.0,-7.1,0.0,0.0,5.7,1049.3,77.625
2022-12-05,-9.6,-12.1,-6.9,0.0,0.0,3.1,1043.8,70.25
2022-12-06,-7.3,-9.2,-4.4,0.0,0.0,4.6,1033.4,61.75
2022-12-07,-8.0,-9.6,-6.2,0.0,0.0,7.4,1028.2,64.0
2022-12-08,-7.1,-9.1,-4.3,1.9,0.0,8.4,1022.0,82.375
2022-12-09,-3.8,-4.6,-3.2,1.5,0.0,4.1,1020.5,88.125
2022-12-10,-2.4,-3.8,-1.0,10.9,0.0,1.9,1014.4,93.625
2022-12-11,-0.6,-1.3,0.5,9.5,0.0,3.9,1010.4,95.375
2022-12-12,2.6,0.6,3.5,17.5,0.0,8.6,1003.8,93.875
2022-12-13,1.0,-1.1,2.9,5.3,0.0,3.9,1008.0,93.0
2022-12-14,-3.9,-5.2,-1.8,8.6,0.0,3.7,1007.7,90.625
2022-12-15,-5.1,-6.3,-4.2,2.3,0.0,4.1,1020.1,84.0
2022-12-16,-4.4,-6.4,-2.3,1.5,0.0,3.6,1019.8,82.5
2022-12-17,-4.3,-5.3,-3.8,5.0,0.0,4.4,1022.4,87.75
2022-12-18,-6.2,-8.7,-4.4,17.5,0.0,9.5,1017.1,90.25
2022-12-19,-6.2,-10.3,-2.0,0.5,0.0,5.1,1027.8,86.875
2022-12-20,-5.8,-9.8,-2.1,0.0,0.0,3.3,1023.8,78.375
2022-12-21,-5.2,-10.9,-0.9,2.1,0.0,3.2,1017.4,89.5
2022-12-22,1.1,-0.5,1.9,6.0,0.0,3.9,1008.6,93.875
2022-12-23,2.0,1.1,3.0,1.0,0.0,3.5,1007.2,93.5
2022-12-24,2.0,0.7,2.5,4.0,0.0,3.4,1007.8,92.375
2022-12-25,-3.0,-6.2,0.1,0.0,0.0,3.3,1022.6,80.375
2022-12-26,-4.9,-6.2,-3.4,0.0,0.0,2.3,1030.5,75.625
2022-12-27,-4.7,-6.4,-2.2,4.9,0.0,6.3,1020.9,85.125
2022-12-28,-1.5,-1.8,-1.1,3.8,0.0,3.4,1011.3,92.25
2022-12-29,-1.7,-3.0,-0.4,0.4,0.0,2.4,1016.5,89.0
2022-12-30,0.2,-1.7,1.9,2.0,0.0,3.1,1013.5,93.125
2022-12-31,1.4,0.2,1.9,6.9,0.0,2.6,1014.6,94.5
2023-01-01,3.2,1.3,5.5,4.4,0.0,4.1,1007.2,94.625
2023-01-02,0.5,-2.8,6.2,4.0,0.0,6.4,1012.8,80.25
2023-01-03,-0.4,-2.6,2.7,9.8,0.0,3.3,1008.9,89.375
2023-01-04,-2.1,-4.0,2.2,1.1,0.0,6.5,1010.6,84.25
2023-01-05,-6.1,-12.6,-2.0,0.3,0.0,5.1,1008.2,82.375
2023-01-06,-20.8,-23.3,-14.5,0.0,0.0,6.4,1019.7,76.375
2023-01-07,-22.1,-24.8,-19.8,0.0,0.0,3.2,1030.7,77.375
2023-01-08,-16.7,-19.5,-13.8,0.0,0.0,2.1,1033.7,82.0
2023-01-09,-16.8,-18.5,-14.8,0.0,0.0,5.0,1036.9,82.125
2023-01-10,-15.0,-19.0,-11.5,0.2,0.0,8.7,1039.4,75.875
2023-01-11,-10.8,-13.9,-8.5,1.4,0.0,7.6,1036.5,58.5
2023-01-12,-7.5,-8.7,-6.4,0.0,0.0,6.4,1029.1,69.75
2023-01-13,-4.7,-6.1,-3.3,0.0,0.0,5.4,1024.4,81.5
2023-01-14,-2.5,-3.9,-1.6,1.3,0.0,5.7,1023.9,85.5
2023-01-15,-1.9,-2.8,-0.9,0.6,0.0,6.1,1022.9,81.375
2023-01-16,-3.2,-3.9,-2.5,0.0,0.0,8.9,1017.4,82.5
2023-01-17,-0.7,-2.8,1.9,3.1,0.0,8.4,1015.5,88.75
2023-01-18,0.7,-0.1,1.5,1.4,0.0,9.8,1015.7,83.125
2023-01-19,1.6,0.0,2.4,7.8,0.0,8.6,1016.0,93.0
2023-01-20,2.9,1.4,4.1,0.3,0.0,7.7,1019.5,83.375
2023-01-21,-1.3,-4.6,2.2,0.0,0.0,5.7,1031.2,68.875
2023-01-22,-3.4,-5.5,-1.6,0.0,0.0,3.3,1036.7,79.375
2023-01-23,-3.0,-4.5,-1.5,0.0,0.0,2.7,1041.6,83.5
2023-01-24,-1.4,-3.1,-0.1,0.0,0.0,2.6,1037.4,80.625
2023-01-25,-1.1,-1.8,0.1,0.5,0.0,3.5,1030.3,80.75
2023-01-26,-1.7,-2.7,-1.0,0.0,0.0,5.0,1022.2,83.875
2023-01-27,-2.2,-3.3,-1.7,0.3,0.0,3.6,1020.9,85.125
2023-01-28,-3.0,-4.0,-1.5,0.0,0.0,2.3,1024.4,87.25
2023-01-29,-2.4,-3.4,-0.9,0.0,0.0,2.1,1015.7,76.375
2023-01-30,-1.5,-2.6,-0.4,1.7,0.0,5.4,1002.5,84.0
2023-01-31,0.0,-1.5,0.7,0.2,0.0,4.9,999.4,82.875
2023-02-01,0.3,-0.9,1.4,0.2,0.0,4.8,1005.2,85.125
2023-02-02,-0.8,-1.3,0.1,0.0,0.0,6.3,1008.0,79.625
2023-02-03,-0.1,-1.3,1.7,1.7,0.0,4.6,1009.4,88.875
2023-02-04,-0.7,-2.5,0.6,0.0,0.0,1.9,1015.9,88.5
2023-02-05,-2.3,-3.3,-1.1,0.6,0.0,4.6,1026.5,83.375
2023-02-06,-5.1,-8.2,-2.9,0.0,0.0,3.2,1031.9,76.0
2023-02-07,-5.7,-8.4,-2.2,0.0,0.0,0.9,1039.7,74.0
2023-02-08,-5.1,-8.6,-2.6,0.5,0.0,3.5,1041.3,75.0
2023-02-09,-1.6,-2.8,-0.3,0.0,0.0,2.1,1034.7,85.25
2023-02-10,-1.9,-3.6,-0.1,0.2,0.0,5.0,1021.6,69.75
2023-02-11,-1.9,-2.9,-0.9,3.9,0.0,5.8,1012.5,79.0
2023-02-12,-3.9,-7.2,-0.9,2.3,0.0,10.2,1013.1,81.25
2023-02-13,-3.1,-8.4,0.6,2.4,0.0,3.5,1013.6,87.5
2023-02-14,0.4,-0.8,1.1,1.3,0.0,9.4,1009.7,85.25
2023-02-15,-3.0,-4.5,-1.5,0.1,0.0,10.0,1023.2,74.0
2023-02-16,-5.0,-7.4,-3.4,0.0,0.0,4.5,1026.7,79.5
2023-02-17,-6.2,-9.3,-3.9,0.0,0.0,2.7,1025.0,77.0
2023-02-18,-6.7,-8.6,-4.6,0.3,0.0,8.4,1011.5,79.375
2023-02-19,-6.4,-7.6,-5.7,5.2,0.0,7.0,999.2,86.5
2023-02-20,-6.9,-9.2,-5.8,1.3,0.0,3.3,997.9,82.625
2023-02-21,-12.6,-16.7,-10.3,0.0,0.0,5.2,996.9,78.375
2023-02-22,-13.7,-16.6,-11.2,0.0,0.0,8.4,1010.4,73.375
2023-02-23,-11.2,-14.5,-7.1,0.0,0.0,5.9,1018.6,71.0
2023-02-24,-5.9,-9.0,-2.5,1.9,0.0,3.6,1007.8,74.5
2023-02-25,0.5,-2.9,2.6,2.0,0.0,4.6,997.5,89.5
2023-02-26,1.1,-1.7,2.8,5.0,0.0,7.3,996.1,81.625
2023-02-27,-3.4,-5.6,-2.4,0.0,0.0,6.6,1015.6,74.25
2023-02-28,-4.7,-8.2,-1.8,0.6,0.0,6.2,1015.0,83.375
2023-03-01,-4.1,-6.3,-2.1,0.1,0.0,6.9,1010.3,62.375
2023-03-02,-2.8,-4.6,-0.8,1.6,0.0,5.8,1009.0,73.875
2023-03-03,-0.2,-1.4,1.1,0.9,0.0,5.0,1001.8,82.875
2023-03-04,-1.1,-2.9,0.5,2.4,0.0,3.7,994.7,86.75
2023-03-05,-1.8,-3.4,-0.4,2.3,0.0,4.5,991.0,82.5
2023-03-06,-2.6,-4.4,-0.5,0.8,0.0,3.2,999.8,79.25
2023-03-07,-3.1,-5.6,0.6,0.4,0.0,2.8,1004.2,73.25
2023-03-08,-4.0,-10.2,-0.2,2.5,0.0,5.5,1002.7,88.375
2023-03-09,-1.4,-5.0,0.4,0.1,0.0,4.0,998.1,73.875
2023-03-10,-5.5,-6.8,-3.9,0.0,0.0,4.6,1006.1,72.125
2023-03-11,-4.5,-7.7,0.1,3.0,0.0,6.9,1008.4,78.75
2023-03-12,1.7,-3.8,5.5,15.4,0.0,7.7,990.1,95.0
2023-03-13,-3.2,-5.8,-0.6,0.0,0.0,5.5,1009.5,76.5
2023-03-14,1.8,-4.0,5.6,1.8,0.0,7.8,1010.6,73.25
2023-03-15,6.0,3.9,9.2,0.0,0.0,7.2,1011.7,58.375
2023-03-16,2.5,1.2,4.2,4.8,0.0,3.8,1014.0,88.125
2023-03-17,1.7,-2.8,4.6,0.0,0.0,8.7,1025.1,58.0
2023-03-18,-0.5,-7.0,5.7,0.0,0.0,2.5,1035.2,46.625
2023-03-19,-0.9,-7.7,5.1,0.0,0.0,2.3,1028.3,55.625
2023-03-20,1.3,-6.5,8.0,0.0,0.0,1.4,1019.7,64.0
2023-03-21,4.7,0.4,8.7,0.7,0.0,2.3,1011.1,65.625
2023-03-22,4.3,2.2,6.0,0.0,0.0,3.4,1014.1,75.625
2023-03-23,7.4,3.2,11.4,0.0,0.0,4.0,1011.7,60.25
2023-03-24,7.3,5.3,8.7,5.7,0.0,4.0,1003.9,80.625
2023-03-25,7.1,3.5,10.1,3.5,0.0,2.9,1002.2,88.75
2023-03-26,5.9,4.6,7.2,12.4,0.0,1.6,999.9,96.375
2023-03-27,5.6,3.4,8.5,0.7,0.0,2.4,1000.1,87.75
2023-03-28,6.0,0.0,10.1,0.0,0.0,4.3,1009.0,75.125
2023-03-29,6.5,4.3,8.3,3.0,0.0,7.1,1006.9,81.75
2023-03-30,4.3,0.7,6.7,0.0,0.0,4.0,1010.8,85.625
2023-03-31,1.1,-1.6,3.8,1.5,0.0,5.4,1007.9,85.0
2023-04-01,4.1,0.2,8.3,2.5,0.0,2.7,1005.5,81.625
2023-04-02,7.7,5.8,10.4,0.6,0.0,5.3,1011.7,80.75
2023-04-03,9.3,6.1,13.3,0.4,0.0,2.5,1015.0,73.375
2023-04-04,9.5,6.4,13.4,0.8,0.0,3.6,1016.0,76.125
2023-04-05,8.1,3.3,12.8,0.0,0.0,4.8,1020.6,80.25
2023-04-06,8.4,2.9,14.3,0.0,0.0,5.4,1024.6,59.375
2023-04-07,6.7,1.4,11.3,0.0,0.0,4.0,1027.1,45.375
2023-04-08,7.0,0.1,12.6,0.0,0.0,3.0,1028.3,48.25
2023-04-09,9.0,2.9,14.0,0.0,0.0,2.1,1026.9,55.875
2023-04-10,9.2,3.9,14.2,0.4,0.0,2.0,1025.9,61.375
2023-04-11,9.9,4.0,15.4,1.2,0.0,1.7,1021.4,61.375
2023-04-12,11.3,2.9,17.8,0.0,0.0,2.3,1017.0,51.5
2023-04-13,11.6,6.1,17.5,0.0,0.0,5.4,1015.7,43.125
2023-04-14,5.3,1.3,8.9,0.0,0.0,7.6,1022.7,36.25
2023-04-15,4.3,-0.8,9.2,0.0,0.0,5.0,1030.9,25.75
2023-04-16,7.8,0.5,12.8,0.0,0.0,3.4,1031.2,28.375
2023-04-17,10.5,4.9,15.2,0.3,0.0,1.9,1028.3,34.0
2023-04-18,10.6,6.4,13.9,0.1,0.0,2.4,1026.1,53.375
2023-04-19,12.1,6.7,17.0,0.0,0.0,4.6,1026.2,36.625
2023-04-20,11.3,4.3,16.8,0.0,0.0,4.1,1021.9,43.875
2023-04-21,10.7,3.6,16.1,0.0,0.0,5.0,1015.9,38.125
2023-04-22,11.0,4.7,15.9,0.0,0.0,3.8,1012.5,50.375
2023-04-23,12.7,4.3,18.9,0.0,0.0,1.8,1015.5,47.5
2023-04-24,14.8,6.1,21.5,0.0,0.0,2.3,1015.8,42.875
2023-04-25,14.8,9.7,19.0,0.2,0.0,3.3,1012.3,45.875
2023-04-26,12.1,10.1,15.7,8.9,0.0,4.4,1003.9,79.625
2023-04-27,14.2,6.5,20.5,0.7,0.0,2.0,1010.0,65.75
2023-04-28,11.7,7.3,15.7,9.7,0.0,3.4,1012.3,84.0
2023-04-29,7.0,3.4,12.2,13.0,0.0,5.8,1017.1,71.875
2023-04-30,7.7,1.3,13.0,6.0,0.0,3.4,1017.3,72.25
2023-05-01,7.5,4.6,11.1,2.1,0.0,5.1,1011.4,83.75
2023-05-02,9.3,1.3,14.9,0.0,0.0,2.3,1022.6,57.125
2023-05-03,10.9,8.2,14.3,0.7,0.0,3.3,1019.7,56.25
2023-05-04,9.5,3.8,14.6,0.0,0.0,2.0,1023.3,52.125
