date,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,night1,night2,night3,night4,night5,night6,night7,night8,night9,night10,weather1,weather2,weather3,weather4,weather5,weather6,weather7,weather8,weather9,weather10
2024-08-29,27,26,28,30,27,27,27,26,25,22,15,15,17,18,15,14,14,15,15,14,Малооблачно,Ясно,Ясно,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Малооблачно,Облачно с прояснениями
2024-08-30,26,27,30,28,28,27,26,24,24,24,15,17,17,16,16,15,14,13,14,14,Ясно,Ясно,Малооблачно,Ясно,Малооблачно,Небольшой дождь,Ясно,Ясно,Малооблачно,Малооблачно
2024-08-31,27,30,28,28,26,22,23,23,24,22,18,17,16,15,14,10,12,12,14,14,Малооблачно,Облачно с прояснениями,Ясно,Ясно,Небольшой дождь,Ясно,Ясно,Ясно,Ясно,Небольшой дождь
2024-09-01,30,28,27,25,22,23,24,26,25,23,18,15,17,14,11,11,12,15,14,14,Облачно с прояснениями,Ясно,Ясно,Небольшой дождь,Малооблачно,Облачно с прояснениями,Малооблачно,Ясно,Пасмурно,Малооблачно
2024-09-02,28,27,24,22,23,24,25,25,26,22,14,17,12,11,12,12,12,13,13,14,Ясно,Ясно,Малооблачно,Ясно,Ясно,Ясно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями
2024-09-03,28,23,22,23,25,26,26,27,27,22,17,12,11,11,11,13,14,15,16,13,Ясно,Малооблачно,Ясно,Ясно,Ясно,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Малооблачно,Малооблачно
2024-09-04,22,22,24,25,25,26,27,25,24,22,11,10,10,12,12,13,14,15,16,16,Небольшой дождь,Ясно,Ясно,Ясно,Пасмурно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Небольшой дождь
2024-09-05,21,23,26,25,26,26,25,25,24,23,10,11,12,13,16,16,17,16,15,14,Ясно,Ясно,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Пасмурно,Пасмурно
2024-09-06,23,26,26,26,26,25,23,24,24,24,11,12,13,14,17,18,16,15,16,15,Ясно,Малооблачно,Ясно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Небольшой дождь,Дождь,Небольшой дождь,Облачно с прояснениями
2024-09-07,26,26,27,26,24,27,28,27,27,26,12,13,16,17,17,19,17,15,14,15,Малооблачно,Ясно,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Пасмурно,Пасмурно,Облачно с прояснениями,Малооблачно,Малооблачно
2024-09-08,26,26,26,26,26,27,26,26,26,25,13,15,17,18,19,19,16,15,14,16,Ясно,Облачно с прояснениями,Пасмурно,Облачно с прояснениями,Пасмурно,Облачно с прояснениями,Ясно,Пасмурно,Малооблачно,Ясно
2024-09-09,26,27,25,26,26,26,27,26,25,24,15,16,18,18,18,16,15,15,15,15,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Малооблачно,Облачно с прояснениями,Пасмурно,Пасмурно
2024-09-10,27,25,25,28,26,27,27,26,24,23,17,18,18,18,16,16,16,16,15,14,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Малооблачно,Пасмурно,Пасмурно,Малооблачно,Облачно с прояснениями,Пасмурно
2024-09-11,26,26,27,26,27,26,26,25,21,20,19,20,16,16,14,13,14,14,11,11,Облачно с прояснениями,Небольшой дождь,Пасмурно,Ясно,Ясно,Ясно,Малооблачно,Облачно с прояснениями,Пасмурно,Дождь
2024-09-12,26,28,26,27,26,25,25,24,22,20,19,17,15,15,14,14,13,12,12,12,Light rain,Partly cloudy,Partly cloudy,Partly cloudy,Mostly clear,Clear,Mostly clear,Overcast,Mostly clear,Partly cloudy
2024-09-13,27,26,27,26,26,25,22,22,21,21,16,15,14,15,14,14,13,11,11,16,Partly cloudy,Partly cloudy,Partly cloudy,Mostly clear,Mostly clear,Mostly clear,Partly cloudy,Partly cloudy,Partly cloudy,Partly cloudy
2024-09-14,26,27,26,26,25,24,21,20,18,16,16,14,14,14,14,14,12,11,10,10,Mostly clear,Partly cloudy,Partly cloudy,Clear,Partly cloudy,Light rain,Light rain,Mostly clear,Partly cloudy,Partly cloudy
2024-09-15,27,26,25,25,24,22,22,18,16,13,13,14,13,13,14,12,11,8,8,7,Partly cloudy,Clear,Mostly clear,Mostly clear,Partly cloudy,Partly cloudy,Partly cloudy,Clear,Partly cloudy,Partly cloudy
2024-09-16,26,26,25,23,21,21,19,19,21,22,13,12,13,13,12,10,11,11,12,14,Mostly clear,Mostly clear,Partly cloudy,Partly cloudy,Overcast,Partly cloudy,Mostly clear,Partly cloudy,Partly cloudy,Mostly clear
2024-09-17,26,26,23,22,20,16,16,18,19,19,12,12,11,13,11,6,6,9,12,10,Ясно,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Облачно с прояснениями
2024-09-18,26,22,22,20,14,15,18,21,22,20,12,11,13,9,4,5,9,12,15,14,Ясно,Пасмурно,Малооблачно,Облачно с прояснениями,Малооблачно,Малооблачно,Облачно с прояснениями,Дождь,Небольшой дождь,Небольшой дождь
2024-09-19,22,22,22,14,16,20,22,20,18,21,11,13,10,4,6,10,14,15,16,12,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями,Ясно,Малооблачно,Облачно с прояснениями,Пасмурно,Пасмурно,Небольшой дождь,Небольшой дождь
2024-09-20,22,22,14,16,20,24,23,20,17,16,13,10,4,6,10,14,13,15,12,11,Малооблачно,Облачно с прояснениями,Малооблачно,Малооблачно,Облачно с прояснениями,Малооблачно,Малооблачно,Дождь,Небольшой дождь,Малооблачно
2024-09-21,22,14,16,20,25,22,20,16,14,16,10,4,6,10,14,16,15,10,9,9,Облачно с прояснениями,Ясно,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Небольшой дождь,Небольшой дождь,Дождь,Пасмурно,Малооблачно
2024-09-22,15,16,20,24,21,22,24,20,16,16,4,6,12,15,15,19,19,12,9,10,Малооблачно,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Пасмурно,Небольшой дождь,Облачно с прояснениями,Пасмурно,Облачно с прояснениями
2024-09-23,16,20,24,23,22,20,15,13,16,16,6,10,16,16,17,16,10,9,9,9,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Пасмурно,Небольшой дождь,Дождь,Дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями
2024-09-24,20,24,23,19,22,18,14,18,21,17,10,14,16,17,18,10,9,14,13,12,Облачно с прояснениями,Малооблачно,Пасмурно,Дождь,Дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Небольшой дождь,Небольшой дождь
2024-09-25,24,22,21,21,18,13,19,22,20,15,14,16,16,19,11,9,11,12,11,9,Малооблачно,Пасмурно,Дождь,Дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Пасмурно,Небольшой дождь,Пасмурно
2024-09-26,22,21,20,18,14,21,21,16,14,16,16,16,17,10,9,12,13,11,8,11,Пасмурно,Небольшой дождь,Дождь,Ливень,Пасмурно,Облачно с прояснениями,Небольшой дождь,Дождь,Небольшой дождь,Пасмурно
2024-09-27,20,21,19,12,19,22,20,13,14,18,15,17,10,9,13,13,12,8,8,11,Дождь,Небольшой дождь,Пасмурно,Пасмурно,Малооблачно,Ясно,Малооблачно,Дождь,Облачно с прояснениями,Пасмурно
2024-09-28,22,20,12,16,20,22,15,12,11,10,17,10,9,10,10,11,8,7,8,6,Дождь,Пасмурно,Пасмурно,Ясно,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Небольшой дождь,Облачно с прояснениями,Пасмурно
2024-09-29,20,12,15,20,19,15,15,13,15,15,11,9,10,12,10,9,8,8,11,11,Пасмурно,Пасмурно,Малооблачно,Облачно с прояснениями,Пасмурно,Пасмурно,Облачно с прояснениями,Малооблачно,Дождь,Дождь
2024-09-30,13,17,21,22,14,14,14,16,15,16,9,10,11,13,8,7,8,10,12,11,Пасмурно,Ясно,Облачно с прояснениями,Облачно с прояснениями,Дождь,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Облачно с прояснениями,Дождь
2024-10-01,18,21,22,19,14,13,13,14,14,12,10,10,13,13,8,10,9,10,9,7,Ясно,Облачно с прояснениями,Облачно с прояснениями,Дождь,Дождь,Облачно с прояснениями,Пасмурно,Малооблачно,Пасмурно,Небольшой дождь
2024-10-02,21,22,15,12,13,13,16,16,16,16,9,12,11,7,7,10,10,11,11,9,Облачно с прояснениями,Облачно с прояснениями,Дождь,Небольшой дождь,Облачно с прояснениями,Дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь
2024-10-03,22,15,13,12,16,15,15,17,16,14,12,11,8,10,12,10,9,10,10,9,Облачно с прояснениями,Дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Облачно с прояснениями,Ясно,Облачно с прояснениями
2024-10-04,15,13,12,18,14,11,14,17,18,14,10,6,10,12,9,9,12,13,13,8,Дождь,Небольшой дождь,Дождь,Небольшой дождь,Небольшой дождь,Пасмурно,Небольшой дождь,Пасмурно,Небольшой дождь,Дождь
2024-10-05,12,11,17,12,8,10,12,13,12,11,7,10,11,6,5,6,9,9,8,10,Небольшой дождь,Дождь,Пасмурно,Дождь,Пасмурно,Небольшой дождь,Небольшой дождь,Дождь,Небольшой дождь,Небольшой дождь
2024-10-06,11,17,12,6,7,12,12,9,9,9,10,12,5,4,6,7,7,6,7,6,Дождь,Дождь,Дождь,Пасмурно,Облачно с прояснениями,Пасмурно,Облачно с прояснениями,Малооблачно,Облачно с прояснениями,Небольшой дождь
2024-10-07,18,13,7,9,13,12,11,10,10,10,13,7,5,8,8,7,5,5,4,5,Дождь,Дождь,Пасмурно,Пасмурно,Облачно с прояснениями,Облачно с прояснениями,Пасмурно,Пасмурно,Пасмурно,Облачно с прояснениями
2024-10-08,14,7,8,14,13,9,8,8,8,7,7,5,7,9,6,5,5,6,5,4,Дождь,Пасмурно,Пасмурно,Малооблачно,Облачно с прояснениями,Пасмурно,Малооблачно,Пасмурно,Небольшой дождь,Пасмурно
2024-10-09,9,9,13,14,10,8,9,8,9,10,6,7,8,7,6,6,6,5,4,5,Небольшой дождь,Пасмурно,Малооблачно,Облачно с прояснениями,Пасмурно,Дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями
2024-10-10,10,14,12,9,7,9,8,9,10,7,8,9,6,4,5,5,4,4,5,4,Пасмурно,Малооблачно,Пасмурно,Пасмурно,Небольшой дождь,Небольшой дождь,Небольшой дождь,Малооблачно,Облачно с прояснениями,Пасмурно
2024-10-11,14,13,9,6,5,5,6,8,8,8,9,7,4,5,4,4,4,3,5,3,Облачно с прояснениями,Пасмурно,Пасмурно,Небольшой дождь,Небольшой дождь,Небольшой дождь,Пасмурно,Пасмурно,Облачно с прояснениями,Пасмурно
2024-10-12,13,8,4,8,7,8,9,10,12,10,6,5,3,5,4,4,5,5,8,4,Облачно с прояснениями,Пасмурно,Дождь со снегом,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Облачно с прояснениями,Малооблачно,Малооблачно,Небольшой дождь
